Abstract,Category
"A 55-year-old man with no medical history presents to his primary care physician with fatigue and dark stools and is found to have anemia. He is referred for diagnostic colonoscopy and found to have an ulcerated mass in the ascending colon. Metastatic workup is negative. He is referred to a colorectal surgeon and undergoes an uneventful laparoscopic right hemicolectomy. Final pathology reveals a 4-cm ulcerated mass involving the muscularis propria with 3 positive lymph nodes out of 12 (T2N1bM0, stage IIIA). The patient arrives at his postoperative appointment with questions about chemotherapy.",Colon_Cancer
"Data currently generated in the field of nutrition are becoming increasingly complex and high-dimensional, bringing with them new methods of data analysis. The characteristics of machine learning (ML) make it suitable for such analysis and thus lend itself as an alternative tool to deal with data of this nature. ML has already been applied in important problem areas in nutrition, such as obesity, metabolic health, and malnutrition. Despite this, experts in nutrition are often without an understanding of ML, which limits its application and therefore potential to solve currently open questions. The current article aims to bridge this knowledge gap by supplying nutrition researchers with a resource to facilitate the use of ML in their research. ML is first explained and distinguished from existing solutions, with key examples of applications in the nutrition literature provided. Two case studies of domains in which ML is particularly applicable, precision nutrition and metabolomics, are then presented. Finally, a framework is outlined to guide interested researchers in integrating ML into their work. By acting as a resource to which researchers can refer, we hope to support the integration of ML in the field of nutrition to facilitate modern research.",Generic
In a case-control study of cancer of the colon it was found that 96 out of 332 (29%) cases had a positive family history of cancer of the colon (2 cases and more) as compared with 19 out of 473 (4%) controls. 3 colon cancer cases reported that 6 of their respective relatives were also affected with the same cancer. We were able to do a complete follow-up study of one family where 7 out of 12 sibling (P < 0.05) had confirmed pathological diagnoses of cancer of the colon. The mean age at diagnosis among these familial colon cancer cases was 64 years (60 years for females and 73 years for males) and all tumours were located in the caecum or right colon (a common characteristic of colon cancer in this family). There was no history of familial adenomatous polyposis in this family. It is unlikely that the significantly high proportion of familial colon cancer found could be due to chance. This suggests that both environmental and genetic factors play an important role in the aetiology of colon cancer.,Colon_Cancer
"Three factors dictate the long-term clinical outcome of colon and rectal cancer surgery: (1) the biological characteristics of the malignancy; (2) the stage of the tumor; and (3) a combination of meticulous pre- and postoperative care with a skillfully performed surgical procedure which accomplished the complete removal of the primary malignancy and its regional lymphatic, as well as transmitted and vascular spread when feasible. The postoperative follow-up should include a comparison of the preoperation CEA value with monthly CEA determinations done every month for the first two years and every three months for the next three years. Two of three recurrences occur in the first two years and nine of ten recurrences occur before five years. After five years, and annual colonoscopy or barium enema plus CEA and careful physical examination will help detect the second primary which will occur more often in these patients than in a normal population.",Colon_Cancer
"Lobectomy has long been considered the standard procedure for early-stage lung cancer, and minimally invasive techniques have been demonstrated to be associated with superior outcomes compared with lobectomy by thoracotomy. The use of segmentectomy is under investigation for selected patients with small tumors, and the use of minimally invasive strategies is applicable as well. In this review, we analyzed studies that have compared (1) thoracoscopic segmentectomy versus the open approach, (2) thoracoscopic segmentectomy versus thoracoscopic lobectomy, and (3) thoracoscopic segmentectomy versus thoracoscopic lobectomy versus thoracoscopic wedge resection. When compared with open segmentectomy, preliminarily, thoracoscopic segmentectomy was found to have equivalent oncologic results, with shorter hospital length of stay, reduced rates of morbidity, and lower cost. When compared with thoracoscopic lobectomy, thoracoscopic segmentectomy had equivalent rates of morbidity, recurrence, and survival. Preliminarily, thoracoscopic segmentectomy was found to result in greater preservation of lung function and exercise capacity than the thoracoscopic lobectomy.",Lung_Cancer
Mice exposed to tobacco carcinogens developed fewer tumors when exposed to agents that block the effect of estrogen.,Lung_Cancer
"Lung cancer is the world's leading cause of cancer death. Screening for lung cancer by low-dose computed tomography improves mortality. Various modalities exist for diagnosis and staging. Treatment is determined by subtype and stage of cancer; there are several personalized therapies that did not exist just a few years ago. Caring for the patient with lung cancer is a complex task. This review provides a broad outline of this disease, helping clinicians identify such patients and familiarizing them with lung cancer care options, so they are better equipped to guide their patients along this challenging journey.",Lung_Cancer
"Huge advances have been made in the treatment of colon cancer over the last decade. Success has been most noticeable in stage IV disease - where careful selection of patients with small-volume disease for treatment with surgical resection perioperative chemotherapy has resulted in an improvement in survival of approximately 5-50%; and stage III - disease where the advent of 5-fluorouracil/oxaliplatin, as adjuvant treatment has also resulted in a significant prolongation in survival. Progression-free survival is now an established surrogate for overall survival, and has resulted in more timely reporting of adjuvant studies and therefore faster integration of promising agents into the clinic. Targeted agents, which have shown promise in the metastatic setting, are currently being examined in the adjuvant setting, although results so far are disappointing. Patients with high-risk stage II cancer remain a challenging group. They have a poorer prognosis than those with stage IIIA disease, and national and international guidance recommend offering chemotherapy after careful discussion of the pros and cons. Despite the fact that we have identified many of the biological features that make stage II disease higher risk, we still struggle to achieve the same improvement in survival for this subgroup compared with others. It may be that these patients required treatment with alternative regimens and predictive biomarkers would be particularly helpful.",Colon_Cancer
"In the Wroclaw province in the years 1976-1980 basing on the analysis of 1,351 medical records pulmonary tuberculosis and lung cancer was coexistent in 224 cases (17%). Erroneous diagnosis of tuberculosis instead of lung cancer was made in 35 patients (1% of all tuberculosis cases). Out of 224 cases with coexistent tuberculosis and lung cancer, 38 were registered in the active tbc groups, while 82 in the non-active group. In 44% of the patients with the coexistent tbc and lung cancer and 34% of the patients with the erroneous diagnosis of tbc the first contact doctor (general practitioner) made the correct diagnosis. Patients from ambulatory care groups IIB, IA and non-active tbc are at high risk of developing lung cancer.",Lung_Cancer
"Familial non-medullary thyroid cancer (FNMTC) is a distinct entity, increasingly diagnosed. By lacking an accurate genetic diagnostic test, its diagnosis is currently clinically based, with an ongoing debate over whether it has a more aggressive clinical behavior than sporadic non-medullary thyroid cancer (SNMTC). We seek to compare in this study, the clinicopathological variables, and the outcome of FNMTC versus SNMTC patients.",Thyroid_Cancer
"This article provides an overview of artificial intelligence (AI), including how AI algorithms and robots are altering the nurse's role and the challenges facing the nursing profession as AI is integrated into healthcare delivery.",Generic
"As machine learning (ML) and artificial intelligence (AI) expand to many segments of our society, they are increasingly being used for drug discovery. Recent deep learning models offer an efficient way to explore high-dimensional data and design compounds with desired properties, including those with antibacterial activity.",Generic
"The treatment of colon cancer has undergone a rapid development with improved surgical and medical regimes and the introduction of targeted treatments. This review offers insight into the current available tailored treatment of colon cancer, and some of the new tailored treatment possibilities with focus on preoperative-, surgical- and post-operative treatment are presented.",Colon_Cancer
"Application of deep learning to genomic datasets is an exciting area that is rapidly developing and is primed to revolutionize genome analysis. We embrace the potential that deep learning holds for understanding genome biology, and we encourage further advances in this area, extending to all aspects of genomics research.",Generic
Colorectal cancer (CRC) is the third most commonly diagnosed cancer in men and women globally. Investigating genetic ground differences between normal and CRC tissues would be significant for identifying some key oncogenic pathways and developing anti-cancer agents.,Colon_Cancer
"As expected from a meeting the size of Digestive Disease Week (DDW), a large number of high quality papers covering all aspects of gastroenterological research was presented. Many themes emerged running through the symposia and poster sessions and this report is an attempt to bring together the thinking behind some of the more widely discussed themes.",Colon_Cancer
"We have developed a blood test to detect the presence of thyroactive tissues in patients being evaluated for ablative therapy of differentiated thyroid carcinomas. This test is based on the assumptions that if any thyroactive tissue is present, some radioactive T4 will be manufactured after administration of radioiodide, and that some of it will be released into the circulation. Twenty serum samples obtained from 19 patients at the time of total body 131I scanning to evaluate for the need of further 131I therapy were analyzed chromatographically, together with an internal 125I T4 marker, for the presence of 131I-labeled T4. Three patients also were studied 7 days after a treatment dose of 131I, when they returned for posttreatment scan. The chromatographic method used (Sep-Pak followed by HPLC) removes all radioiodide from the T4 fraction, so the results were interpreted as negative or positive based upon the absence or presence of detectable counts in the T4 fraction. Twelve patients (16 studies) with positive total body 131I scans all demonstrated circulating 131I T4. Seven patients with negative whole body scans were all negative for 131I T4. On the other hand, 2 patients with positive thyroglobulin assays had negative total body scans and 131I T4 tests. Both of them had independent evidence of the presence of thyroid cancer that did not concentrate radioiodine. Three patients had positive scans and 131I T4 tests but negative thyroglobulin assays. We conclude that measurement of circulating radioactive T4 is a sensitive test for the presence of normal or malignant thyroactive tissues which are likely to respond to 131I ablation.",Thyroid_Cancer
"Thyroid cancer is the most common malignancy of the endocrine system and its incidence has dramatically increased over the past three decades. Well-differentiated thyroid cancers (DTCs) are the main focus of this article, as they represent >90% of thyroid malignancies. This Review provides an overview of the controversies surrounding the optimal choice of surgery and extent of resection for patients with low-risk DTC or with papillary thyroid microcarcinoma, and the role of prophylactic central lymph node dissection. This Review also outlines the current surgical management of DTC and presents updated results for these techniques, along with important advances and current dilemmas in surgical approaches to treatment of these cancers. For example, endoscopic and robotic thyroidectomy are the two most recent innovations to present technical and other challenges to the endocrine surgeon; in addition, the risks as well as the advantages of same-day thyroid surgery, which has gained some acceptance, are detailed. Arguments for and against each approach are presented, along with supporting evidence. The authors' personal opinions are also provided for each topic.",Thyroid_Cancer
"In Japan, Photodynamic therapy (PDT) is recommended as a treatment option for centrally located early-stage lung cancers (CLELCs). It is a minimally invasive treatment with excellent anti-tumor effects. The 2nd generation photosensitizer, talaporfin sodium has strong anti-tumor effects with much less photosensitivity than porfimer sodium. Moreover, the laser equipment is compact and portable, and talaporfin sodium is now the current mainstay of PDT for lung cancer. For successful PDT, accurate evaluation of tumor extent and bronchial invasion is crucial. Detailed examination of the tumor using autofluorescence bronchoscopy and endobronchial ultrasonography or optical coherence tomography is extremely useful before PDT. At present, PDT has become the 1st choice of treatment for CLELC in institutions with the necessary equipment. It can also be effective for advanced lung cancer causing tracheobronchial obstruction. With such advances in PDT for CLELC, we are expanding the indications of PDT for not only CLELC, but also peripheral type lung cancer.",Lung_Cancer
"As lung cancer has the highest cancer-specific mortality rates worldwide, there is an urgent need for new therapeutic and diagnostic approaches to detect early-stage tumors and to monitor their response to the therapy. In addition to the well-established tissue biopsy analysis, liquid-biopsy-based assays may evolve as an important diagnostic tool. The analysis of circulating tumor DNA (ctDNA) is the most established method, followed by other methods such as the analysis of circulating tumor cells (CTCs), microRNAs (miRNAs), and extracellular vesicles (EVs). Both PCR- and NGS-based assays are used for the mutational assessment of lung cancer, including the most frequent driver mutations. However, ctDNA analysis might also play a role in monitoring the efficacy of immunotherapy and its recent accomplishments in the landscape of state-of-the-art lung cancer therapy. Despite the promising aspects of liquid-biopsy-based assays, there are some limitations regarding their sensitivity (risk of false-negative results) and specificity (interpretation of false-positive results). Hence, further studies are needed to evaluate the usefulness of liquid biopsies for lung cancer. Liquid-biopsy-based assays might be integrated into the diagnostic guidelines for lung cancer as a tool to complement conventional tissue sampling.",Lung_Cancer
"Biomarkers for lung cancer may be used for early detection, diagnosis, treatment selection and prognostication. They are also expected to contribute to the realization of tailored therapy. To identify the optimal therapy candidates, EGFR (epidermal growth factor receptor)mutations are biomarkers available as predictive factors for EGFR tyrosine kinase inhibitors and UGT(uridine diphosphate glucuronosyltransferase)1A1 as a risk predictor of irinotecan in the present practice. Novel potential biomarkers for prognostication have been developed by genomic methods. Biomarker development for early detection is much awaited for the future.",Lung_Cancer
"Lung cancer diagnosis is a challenge since it is also one of the most frequently diagnosed cancers. Diagnostic challenges are deeply related to the development of personalized therapy and molecular and precise histological characterizations of lung cancer. When addressing these features, it is very important to acknowledge the issue of tumour heterogeneity, as it imposes several questions. First of all, lung cancer is a very heterogeneous disease, at a cellular and histological level. Cellular and histological heterogeneity are addressed with emphasis on the diagnosis, pre-neoplastic lesions, and cell origin, trying to contribute to a better knowledge of carcinogenesis. Molecular intra-tumour and inter-tumour heterogeneity are also addressed as temporal heterogeneity. Lung cancer heterogeneity has implications in pathogenesis understanding, diagnosis, selection of tissue for molecular diagnosis, as well as therapeutic decision. The understanding of tumour heterogeneity is crucial and we must be aware of the implications and future developments regarding this field.",Lung_Cancer
"We argue that bidirectional interaction between animal and human studies is essential for understanding the human brain. The revolution in meso-scale study of circuits in non-human species provides a historical opportunity. However, to fully realize its potential requires integration with human neuroscience. We describe three strategies for successful interactionist neuroscience.",Generic
"Lung cancer is one of the most common cancers in the world, but no good clinical markers that can be used to diagnose the disease at an early stage and predict its prognosis have been found. Therefore, the discovery of novel clinical markers is required. In this study, metabolomic analysis of lung cancer patients was performed using gas chromatography mass spectrometry. Serum samples from 29 healthy volunteers and 33 lung cancer patients with adenocarcinoma (n=12), squamous cell carcinoma (n=11), or small cell carcinoma (n=10) ranging from stage I to stage IV disease and lung tissue samples from 7 lung cancer patients including the tumor tissue and its surrounding normal tissue were used. A total of 58 metabolites (57 individual metabolites) were detected in serum, and 71 metabolites were detected in the lung tissue. The levels of 23 of the 58 serum metabolites were significantly changed in all lung cancer patients compared with healthy volunteers, and the levels of 48 of the 71 metabolites were significantly changed in the tumor tissue compared with the non-tumor tissue. Partial least squares discriminant analysis, which is a form of multiple classification analysis, was performed using the serum sample data, and metabolites that had characteristic alterations in each histological subtype and disease stage were determined. Our results demonstrate that changes in metabolite pattern are useful for assessing the clinical characteristics of lung cancer. Our results will hopefully lead to the establishment of novel diagnostic tools.",Lung_Cancer
Two cases of chagasic megacolon associated with colon cancer are reported. This is the first communication with complete clinical details of this association. Our two cases presented tumors (adenocarcinomas) in a nondilated segment of the transverse colon. The associated tumor lesions were diagnosed by a barium enema. Both patients had a typical clinical epidemiology and history of chagasic megacolon.,Colon_Cancer
"Adjuvant therapy, believed by some to be of no benefit for colorectal cancer as recently as 10 years ago, now offers thousands of patients considerable hope after surgical resection. The first effective adjuvant regimen--combined fluorouracil (5-FU) and levamisole--described in 1989, was soon supplanted by a variety of 5-FU-based regimens, usually combined with leucovorin. Although most recent research in the adjuvant setting has focused on refining chemotherapy doses, schedules, and combinations, with the aim of improving efficacy and decreasing toxicity, investigators have also explored other approaches, such as portal vein infusion, monoclonal antibodies, interferon-alpha, and vaccines. Future directions being evaluated for adjuvant therapy of colon cancer include the use of oral fluorinated pyrimidines, which may replace current intravenous treatments, as well as the incorporation of new agents, such as oxaliplatin and CPT-11, into adjuvant chemotherapy programs.",Colon_Cancer
"Lung cancer incidence in Washington County, Maryland, was determined for a 12-yr period and was correlated with personal and housing data from a nonofficial 1963 census. Because indoor radon measurements were not available, two housing characteristics reported to be related to indoor radon concentration--type of basement construction and type of building materials--were used as surrogate measures. An adjusted rate of lung cancer incidence was obtained for each characteristic. Only age, male sex, amount smoked, and standard of living were significantly associated with lung cancer. Rates were highest in houses which had concrete walls and no basements, although the differences were slight and could have occurred by chance.",Lung_Cancer
"This paper attempts to review current opinions on medullary thyroid carcinoma. Histologically described for the first time in 1951 belongs to the endocrine-secreting group of tumours (APUD). It can be sporadic as well as hereditary. The histological classification nowadays is increasingly performed immunohistologically via calcitonin. Clinically the tumour ranges from the very small, but hormonally highly active form, to the aggressive, mostly undifferentiated form. According to this the therapy must be radical. Our study group recommends thyroidectomy and functional neck dissection, followed by radio-chemotherapy. A close interdisciplinary follow up of the patients is necessary. Our surgical department treated 1048 thyroid malignancies between 1949 and 1982. 26 patients (2.4%) were diagnosed to have medullary thyroid carcinoma. Follow up time was between 1 month and 17 years. The recurrence--free interval was 4.5 years. The 5 and 10 year survival rate was 52% and 26%, respectively.",Thyroid_Cancer
"Modern vitreo-retinal surgery has scaled new frontiers with the advent of better instrumentation. However, physiological tremors, intraocular dexterity and difficulty in visualization hamper minimally invasive retinal surgery. Robotics has the potential to overcome these limitations and improve surgical outcomes. This review aims to provide a comprehensive summary of the advances made in the field of robotics in vitreo-retinal surgery.",Generic
"Scientific findings over the past few decades have shaped our understanding of the underlying neurobiology associated with psychiatric illnesses. However, despite significant advances in research, there is widespread disappointment with the overall pace of progress in detecting and treating psychiatric disorders. Current approaches for the diagnosis of psychiatric disorders largely rely on physician-patient questionnaires that are most of the time inaccurate and ineffective in providing a reliable assessment of symptoms. These limitations can, however, be overcome by applying artificial intelligence (AI) to electronic medical database and health records. AI in psychiatry is a general term that implies the use of computerized techniques and algorithms for the diagnosis, prevention, and treatment of mental illnesses. Although the past few years have witnessed an increase in the use of AI in the medical practice, its role in psychiatry remains a complex and unanswered question. This chapter provides the current state of knowledge of AI's use in the diagnosis, prediction, and treatment of psychiatric disorders, and examines the challenges and limitations of this approach in the medical practise.",Generic
"Camptothecin and some of its derivatives, all inhibitors of topoisomerase I, have been found to inhibit growth and induce regression of human colon carcinoma xenografts in nude mice. Some clinical trials of these compounds have been already completed, many more are being held. The mother compound, camptothecin, which is water insoluble, has been administered orally in a Phase I clinical trial. Main toxicity encountered has been diarrhea with minimal leukocytopenia. Camptothecin is now in Phase 2 clinical trials. 9-Aminocamptothecin, a water-insoluble derivative, is now in Phase I trials. Topotecan and iridotecan, two water-soluble derivatives, have undergone Phase I trials, showing mostly intestinal toxicity, followed by bone marrow depression.",Colon_Cancer
"Thyroid cancer is a relatively rare cancer (5 new cases/y/10(5) inhabitants). An excess of thyroid carcinoma has been found in some but not in all goiter endemic areas. Follicular and anaplastic carcinomas have been found particularly frequent in regions of goitre endemia. A significant increase of thyroid carcinoma has also been found in iodine sufficient areas (Norway, Iceland, Hawaii). In several surveys a positive correlation has been found between parity and incidence of differentiated thyroid carcinoma. Natural goitrogens and chemotherapeutic agents have been proved to induce hyperplasia but their role in carcinogenesis of exposed populations is not yet definitely ascertained. Exposure to external radiation is carcinogenic for the thyroid both in human and in experimental animals. Patients treated for hyperthyroidism or thyroid cancer or given diagnostic doses of 131-I (0.5 Gy/test) indicate that under these conditions 131-I is not carcinogenic. Findings on population exposed to radioactive fallout showed an increased incidence of thyroid carcinomas compared to unexposed populations. After the Chernobyl accident (1986) particular attention was given to calculate the risk of thyroid cancer caused by the fallout of 131-I. Up to now a considerable increase of thyroid carcinoma has been reported in children of a region near Chernobyl (Belarus).",Thyroid_Cancer
"A 72-year-old male presented with a painful index finger 18 months after sigmoid colon resection for T2 N1 adenocarcinoma. A presumptive diagnosis of gout was made but directed therapy failed to alleviate symptoms. A bone scan was positive for the index finger only and plain films demonstrated a lytic lesion of the distal phalanx. The patient underwent ray amputation of the involved digit and shortly later resection of a solitary pulmonary nodule consistent with colonic metastasis. At 18-month follow-up from these surgeries, the patient was doing well, without evidence of recurrent disease.",Colon_Cancer
"Over the past 20 years, the explosion of genomic data collection and the cloud computing revolution have made computational and data science research accessible to anyone with a web browser and an internet connection. However, students at institutions with limited resources have received relatively little exposure to curricula or professional development opportunities that lead to careers in genomic data science. To broaden participation in genomics research, the scientific community needs to support these programs in local education and research at underserved institutions (UIs). These include community colleges, historically Black colleges and universities, Hispanic-serving institutions, and tribal colleges and universities that support ethnically, racially, and socioeconomically underrepresented students in the United States. We have formed the Genomic Data Science Community Network to support students, faculty, and their networks to identify opportunities and broaden access to genomic data science. These opportunities include expanding access to infrastructure and data, providing UI faculty development opportunities, strengthening collaborations among faculty, recognizing UI teaching and research excellence, fostering student awareness, developing modular and open-source resources, expanding course-based undergraduate research experiences (CUREs), building curriculum, supporting student professional development and research, and removing financial barriers through funding programs and collaborator support.",Generic
"COPASI is software used for the creation, modification, simulation and computational analysis of kinetic models in various fields. It is open-source, available for all major platforms and provides a user-friendly graphical user interface, but is also controllable via the command line and scripting languages. These are likely reasons for its wide acceptance. We begin this review with a short introduction describing the general approaches and techniques used in computational modeling in the biosciences. Next we introduce the COPASI package, and its capabilities, before looking at typical applications of COPASI in biotechnology.",Generic
To emphasise the pattern of lymphatic dissemination in the parapharyngeal space from thyroid cancer.,Thyroid_Cancer
"The connection between inflammation and tumorigenesis is well-established and in the last decade has received a great deal of supporting evidence from genetic, pharmacological, and epidemiological data. Inflammatory bowel disease is an important risk factor for the development of colon cancer. Inflammation is also likely to be involved with other forms of sporadic as well as heritable colon cancer. The molecular mechanisms by which inflammation promotes cancer development are still being uncovered and could differ between colitis-associated and other forms of colorectal cancer. Recent work has elucidated the role of distinct immune cells, cytokines, and other immune mediators in virtually all steps of colon tumorigenesis, including initiation, promotion, progression, and metastasis. These mechanisms, as well as new approaches to prevention and therapy, are discussed in this review.",Colon_Cancer
"The emergence of serine-threonine small molecule, multi-targeted kinase inhibitors over the past decade is greatly impacting the therapeutic armamentarium for numerous malignancies, especially thyroid carcinoma. Chief among them are a class of agents referred to as vascular endothelial growth factor signal pathway inhibitors. Sorafenib is a lead compound that has been recently approved by the US FDA for radioactive iodine-refractory differentiated thyroid cancer (DTC). Sorafenib clearly is altering the natural history of DTC. In the largest randomized Phase III study ever conducted in DTC, sorafenib significantly improved progression-free survival compared to placebo (10.8 vs 5.8 months) and had an acceptable and manageable safety profile, though commonly attributed side effects of hand-foot skin reaction, diarrhea and hypertension were more frequent than in other settings. This agent represents a new treatment option for patients with progressive radioactive iodine-refractory DTC.",Thyroid_Cancer
"Colorectal cancer is one of the leading causes of cancer-related mortality. After a series of clinical trials, the adjuvant 5-FU-based chemotherapy has established a definitive role in the management of stage III colon cancer. While the precise role for chemotherapy in stage II disease remains under investigation, less toxic treatment modalities such as active specific immunotherapy (ASI) have emerged as potentially attractive alternatives. In a randomized trial it was demonstrated that ASI, using autologous tumor cells and BCG, had a significant clinical benefit in the adjuvant treatment of stage II colon cancer. In addition, it was found that the delayed-type cutaneous hypersensitivity reactions (DTH) against autologous cells correlated significantly with survival, confirming its suitability for immunomonitoring. Nowadays, 5-FU-based chemotherapy is a standard treatment for stage III colon cancer and because there is preclinical evidence for synergism between chemotherapy and ASI, we performed a phase II study to investigate whether the combined treatment with 5-FU and ASI is tolerable and feasible. We demonstrated that 5-FU treatment hardly affected the DTH response against autologous tumor cells and that the combination treatment was well tolerated. A randomized phase III trial is now warranted to show that the combination of ASI and chemotherapy is superior to chemotherapy alone.",Colon_Cancer
"In a series of 282 resected lung specimens of primary lung cancer and 28 of metastatic lung cancer, an investigation was made on some factors influencing on the metastasis. These factors were blood vessel invasion of tumor cells, lymphoid cell infiltration at the site of vessel invasion and the basement membrane formation around the tumor foci. The relationships between the cumulative survivals and these various factors were realized with the following results. Findings of blood vessel invasion were equally correlated with the prognosis of patients as lymph node metastasis. Among patients with blood vessel invasion, those with prominent lymphoid cell reaction at the site of vessel invasion showed the longer survival than those of negative reaction. The formation of basement membrane, which was thought to be a factor influencing on the prognosis, around tumor cells, were correlated with the blood vessel invasion.",Lung_Cancer
"Lung cancer is a leading cause of cancer death and standard chemotherapies are resulting in only marginal improvements in outcome. Experimental approaches involving gene therapy are attractive in this clinical setting. There are two basic types of genes utilized, either those intended to induce immunity or those that are directly tumoricidal. Immunity-inducing genes that have been used in model (and some human) systems include MHC molecules, costimulatory molecules, and cytokines such as IL-2, IL-4, IL-6, GM-CSF. These are intended to induce effective systemic immune responses against tumor antigens which would not otherwise develop. Direct toxic approaches include the reintroduction of tumor suppressor genes or enzymes which convert non-toxic drugs to toxic ones, such as herpes thymidine kinase. As a means for gene delivery, retroviruses are the most common vehicle, although Adenovirus vectors and direct DNA delivery have specific advantages.",Lung_Cancer
"Literature has recently highlighted the enormous scientific interest on the relationship between the gut microbiota and colon cancer, and how the use of some selected probiotics can have a future impact on the adverse events which occur during this disease. Although there is no clear evidence to claim that probiotics are effective in people with cancer, recent reviews have found that probiotics can significantly reduce the incidence of diarrhea and the average frequency of daily bowel movements. However, most of this evidence needs to be more clinically convincing and further discussed. Undoubtedly, some probiotics, when properly dosed and administered, can have a strong rebalance effect on the gut microbiota and as a consequence a possible positive action on immune modulation of the gastrointestinal tract and on inflammation of the intestinal mucosa. Many recent findings indeed support the hypothesis that the daily use of some selected probiotics can be a feasible approach to effectively protect patients against the risk of some severe consequences due to radiation therapy or chemotherapy. This paper aims to review the most recent articles in order to consider a possible adjuvant approach for the use of certain well-balanced probiotics to help prevent colon cancer and the adverse effects caused by related therapies.",Colon_Cancer
"A 65-year-old female smoker was admitted due to haemoptysis and a pulmonary infiltrate in the right lower lung lobe. Tumour was suspected, but there was also a history of 2 years spent in Arizona, known to be endemic for the dimorphic fungus Coccidioides immitis. IgG antibodies and airway culture for C. immitis were negative, and surgery was performed for suspected lung cancer. No malignancy was detected at histopathological investigation, but typical coccidioidal spherulae were observed by silver stain. Coccidioidoma may be a differential diagnosis to malignant tumour in individuals visiting endemic areas.",Lung_Cancer
"After the Chernobyl accident in 1986, the ""liquidators"" or clean-up workers were among those who received the highest radiation doses to the thyroid from external radiation. Some were also exposed to radioiodines through inhalation or ingestion. A collaborative case-control study nested within cohorts of Belarusian, Russian and Baltic liquidators was conducted to evaluate the radiation-induced risk of thyroid cancer. The study included 107 cases and 423 controls. Individual doses to the thyroid from external radiation and from iodine-131 ((131)I) were estimated for each subject. Most subjects received low doses (median 69 mGy). A statistically significant dose-response relationship was found with total thyroid dose. The Excess Relative Risk (ERR) per 100 mGy was 0.38 [95% confidence interval (CI): 0.10, 1.09]. The risk estimates were similar when doses from (131)I and external radiation were considered separately, although for external radiation the ERR was not statistically significantly elevated. The ERR was similar for micro carcinomas and larger size tumors, and for tumors with and without lymph node involvement. Although recall bias and uncertainties in doses could have affected the magnitude of the risk estimates, the findings of this study contribute to a better characterization the risk of thyroid cancer after radiation exposure in adulthood.",Thyroid_Cancer
"Although surgery offers the best chance of cure for patients with early stage (I-resectable III A) non-small cell lung cancer (NSCLC), the overall 5-year survival rate is modest, and systematic improvements are needed. In the 1990s, two small prospective randomized phase III trials demonstrated striking results with neo-adjuvant chemotherapy and therefore several randomized trials were performed. However, there was no statistical significant trial among them. The recent systematic meta-analysis based on 8 trials revealed hazard ratio was 0.88 (95%CI: 0.76-1.01), although these data suggested a 12% relative benefit with the neoadjuvant chemotherapy, equivalent to an absolute improvement in survival of 5% at 5 years. For patients with stage N2-III A NSCLC, US intergroup trial (INT0139) also demonstrated there was no statistical difference between chemoradiotherapy following surgery and chemoradiotherapy on overall survival. At present, there is no scientific evidence of the neoadjuvant strategy for early stage NSCLC in practice. This invasive treatment is still investigational and should be done as the clinical trial base.",Lung_Cancer
"Cities have grown in development and sophistication throughout human history. Smart cities are the current incarnation of this process, with increased complexity and social importance. This complexity has come to involve significant digital components and has thus come to raise the associated cybersecurity concerns. Major security relevant events can cascade into the connected systems making up a smart city, causing significant disruption of function and economic damage. The present paper aims to survey the landscape of scientific publication related to cybersecurity-related issues in relation to smart cities. Relevant papers were selected based on the number of citations and the quality of the publishing journal as a proxy indicator for scientific relevance. Cybersecurity will be shown to be reflected in the selected literature as an extremely relevant concern in the operation of smart cities. Generally, cybersecurity is implemented in actual cities through the concerted application of both mature existing technologies and emerging new approaches.",Generic
"We report a case of papillary thyroid cancer in pregnancy and discuss the various diagnostic and therapeutic challenges inherent to this condition. Several case series are reviewed. In addition, we examine the effect of pregnancy on the development and progression of thyroid malignancy.",Thyroid_Cancer
"Lung cancer among never-smokers accounts for 25% of all lung cancers in the US; recent therapeutic advances have improved survival among patients with initial primary lung cancer (IPLC), who are now at high risk of developing second primary lung cancer (SPLC). As smoking rates continue to decline in the US, it is critical to examine more closely the epidemiology of lung cancer among patients who never smoked, including their risk for SPLC.",Lung_Cancer
"Besides tumor cell-intrinsic oncogenic pathways, host and environmental factors have a major impact on cancer immunosurveillance and the efficacy of immunotherapeutics. Several modalities of anticancer treatments including immunogenic chemotherapies and immune checkpoint inhibitors lose their efficacy in patients treated with broad-spectrum antibiotics, pointing to a key role for the gut microbiota. The complex interactions between intestinal microbes, gut immunity and anti-tumor responses constitute an emerging field of investigation. In this work, we revise key primary literature, with an emphasis on recent mechanistic insights, unraveling the interplay between the immunosurveillance of colon cancers and ileal factors including the local microbiota, tissue architecture and immune system.",Colon_Cancer
